Date,Time,Region,User Type,Consumption (kWh),Datetime,Time Category,Peak Hour
2024-02-14,18:00,West Zone,Commercial,795,2024-02-14 18:00:00,Evening,Yes
2024-02-14,18:00,West Zone,Industrial,1258,2024-02-14 18:00:00,Evening,Yes
2024-02-15,00:00,North Zone,Residential,1428,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,North Zone,Commercial,805,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,North Zone,Industrial,381,2024-02-15 00:00:00,Night,No
2024-02-15,06:00,North Zone,Residential,1886,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,North Zone,Commercial,1145,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,North Zone,Industrial,1875,2024-02-15 06:00:00,Morning,No
2024-02-15,12:00,North Zone,Residential,1259,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,North Zone,Commercial,1473,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,North Zone,Industrial,1056,2024-02-15 12:00:00,Afternoon,No
2024-02-15,18:00,North Zone,Residential,1120,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,North Zone,Commercial,337,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,North Zone,Industrial,1407,2024-02-15 18:00:00,Evening,Yes
2024-02-15,00:00,South Zone,Residential,1113,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,South Zone,Commercial,1243,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,South Zone,Industrial,1372,2024-02-15 00:00:00,Night,No
2024-02-15,06:00,South Zone,Residential,420,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,South Zone,Commercial,531,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,South Zone,Industrial,1693,2024-02-15 06:00:00,Morning,No
2024-02-15,12:00,South Zone,Residential,350,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,South Zone,Commercial,795,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,South Zone,Industrial,1195,2024-02-15 12:00:00,Afternoon,No
2024-02-15,18:00,South Zone,Residential,1149,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,South Zone,Commercial,232,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,South Zone,Industrial,385,2024-02-15 18:00:00,Evening,Yes
2024-02-15,00:00,East Zone,Residential,731,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,East Zone,Commercial,542,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,East Zone,Industrial,150,2024-02-15 00:00:00,Night,No
2024-02-15,06:00,East Zone,Residential,1866,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,East Zone,Commercial,1627,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,East Zone,Industrial,1871,2024-02-15 06:00:00,Morning,No
2024-02-15,12:00,East Zone,Residential,1097,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,East Zone,Commercial,1697,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,East Zone,Industrial,959,2024-02-15 12:00:00,Afternoon,No
2024-02-15,18:00,East Zone,Residential,1114,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,East Zone,Commercial,1787,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,East Zone,Industrial,251,2024-02-15 18:00:00,Evening,Yes
2024-02-15,00:00,West Zone,Residential,1204,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,West Zone,Commercial,1422,2024-02-15 00:00:00,Night,No
2024-02-15,00:00,West Zone,Industrial,1681,2024-02-15 00:00:00,Night,No
2024-02-15,06:00,West Zone,Residential,1173,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,West Zone,Commercial,1558,2024-02-15 06:00:00,Morning,No
2024-02-15,06:00,West Zone,Industrial,921,2024-02-15 06:00:00,Morning,No
2024-02-15,12:00,West Zone,Residential,1005,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,West Zone,Commercial,1798,2024-02-15 12:00:00,Afternoon,No
2024-02-15,12:00,West Zone,Industrial,1008,2024-02-15 12:00:00,Afternoon,No
2024-02-15,18:00,West Zone,Residential,1485,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,West Zone,Commercial,771,2024-02-15 18:00:00,Evening,Yes
2024-02-15,18:00,West Zone,Industrial,431,2024-02-15 18:00:00,Evening,Yes
2024-02-16,00:00,North Zone,Residential,1833,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,North Zone,Commercial,725,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,North Zone,Industrial,1433,2024-02-16 00:00:00,Night,No
2024-02-16,06:00,North Zone,Residential,1828,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,North Zone,Commercial,200,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,North Zone,Industrial,1078,2024-02-16 06:00:00,Morning,No
2024-02-16,12:00,North Zone,Residential,1563,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,North Zone,Commercial,1015,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,North Zone,Industrial,253,2024-02-16 12:00:00,Afternoon,No
2024-02-16,18:00,North Zone,Residential,1713,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,North Zone,Commercial,1362,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,North Zone,Industrial,1649,2024-02-16 18:00:00,Evening,Yes
2024-02-16,00:00,South Zone,Residential,1971,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,South Zone,Commercial,1714,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,South Zone,Industrial,1861,2024-02-16 00:00:00,Night,No
2024-02-16,06:00,South Zone,Residential,309,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,South Zone,Commercial,405,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,South Zone,Industrial,859,2024-02-16 06:00:00,Morning,No
2024-02-16,12:00,South Zone,Residential,434,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,South Zone,Commercial,827,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,South Zone,Industrial,886,2024-02-16 12:00:00,Afternoon,No
2024-02-16,18:00,South Zone,Residential,338,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,South Zone,Commercial,1945,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,South Zone,Industrial,699,2024-02-16 18:00:00,Evening,Yes
2024-02-16,00:00,East Zone,Residential,829,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,East Zone,Commercial,1386,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,East Zone,Industrial,1525,2024-02-16 00:00:00,Night,No
2024-02-16,06:00,East Zone,Residential,1174,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,East Zone,Commercial,1967,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,East Zone,Industrial,1302,2024-02-16 06:00:00,Morning,No
2024-02-16,12:00,East Zone,Residential,1778,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,East Zone,Commercial,719,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,East Zone,Industrial,140,2024-02-16 12:00:00,Afternoon,No
2024-02-16,18:00,East Zone,Residential,1689,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,East Zone,Commercial,142,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,East Zone,Industrial,338,2024-02-16 18:00:00,Evening,Yes
2024-02-16,00:00,West Zone,Residential,1645,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,West Zone,Commercial,423,2024-02-16 00:00:00,Night,No
2024-02-16,00:00,West Zone,Industrial,444,2024-02-16 00:00:00,Night,No
2024-02-16,06:00,West Zone,Residential,1018,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,West Zone,Commercial,787,2024-02-16 06:00:00,Morning,No
2024-02-16,06:00,West Zone,Industrial,729,2024-02-16 06:00:00,Morning,No
2024-02-16,12:00,West Zone,Residential,626,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,West Zone,Commercial,1574,2024-02-16 12:00:00,Afternoon,No
2024-02-16,12:00,West Zone,Industrial,901,2024-02-16 12:00:00,Afternoon,No
2024-02-16,18:00,West Zone,Residential,347,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,West Zone,Commercial,1118,2024-02-16 18:00:00,Evening,Yes
2024-02-16,18:00,West Zone,Industrial,1026,2024-02-16 18:00:00,Evening,Yes
2024-02-17,00:00,North Zone,Residential,1873,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,North Zone,Commercial,1380,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,North Zone,Industrial,999,2024-02-17 00:00:00,Night,No
2024-02-17,06:00,North Zone,Residential,562,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,North Zone,Commercial,166,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,North Zone,Industrial,1040,2024-02-17 06:00:00,Morning,No
2024-02-17,12:00,North Zone,Residential,767,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,North Zone,Commercial,623,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,North Zone,Industrial,334,2024-02-17 12:00:00,Afternoon,No
2024-02-17,18:00,North Zone,Residential,1661,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,North Zone,Commercial,210,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,North Zone,Industrial,1333,2024-02-17 18:00:00,Evening,Yes
2024-02-17,00:00,South Zone,Residential,1677,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,South Zone,Commercial,1735,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,South Zone,Industrial,638,2024-02-17 00:00:00,Night,No
2024-02-17,06:00,South Zone,Residential,347,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,South Zone,Commercial,1047,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,South Zone,Industrial,664,2024-02-17 06:00:00,Morning,No
2024-02-17,12:00,South Zone,Residential,1610,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,South Zone,Commercial,1373,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,South Zone,Industrial,1291,2024-02-17 12:00:00,Afternoon,No
2024-02-17,18:00,South Zone,Residential,1387,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,South Zone,Commercial,786,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,South Zone,Industrial,319,2024-02-17 18:00:00,Evening,Yes
2024-02-17,00:00,East Zone,Residential,1979,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,East Zone,Commercial,652,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,East Zone,Industrial,1093,2024-02-17 00:00:00,Night,No
2024-02-17,06:00,East Zone,Residential,1303,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,East Zone,Commercial,1804,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,East Zone,Industrial,187,2024-02-17 06:00:00,Morning,No
2024-02-17,12:00,East Zone,Residential,1637,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,East Zone,Commercial,310,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,East Zone,Industrial,1827,2024-02-17 12:00:00,Afternoon,No
2024-02-17,18:00,East Zone,Residential,1071,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,East Zone,Commercial,1312,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,East Zone,Industrial,992,2024-02-17 18:00:00,Evening,Yes
2024-02-17,00:00,West Zone,Residential,514,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,West Zone,Commercial,1281,2024-02-17 00:00:00,Night,No
2024-02-17,00:00,West Zone,Industrial,418,2024-02-17 00:00:00,Night,No
2024-02-17,06:00,West Zone,Residential,656,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,West Zone,Commercial,486,2024-02-17 06:00:00,Morning,No
2024-02-17,06:00,West Zone,Industrial,1846,2024-02-17 06:00:00,Morning,No
2024-02-17,12:00,West Zone,Residential,166,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,West Zone,Commercial,1603,2024-02-17 12:00:00,Afternoon,No
2024-02-17,12:00,West Zone,Industrial,1926,2024-02-17 12:00:00,Afternoon,No
2024-02-17,18:00,West Zone,Residential,1953,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,West Zone,Commercial,1477,2024-02-17 18:00:00,Evening,Yes
2024-02-17,18:00,West Zone,Industrial,889,2024-02-17 18:00:00,Evening,Yes
2024-02-18,00:00,North Zone,Residential,216,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,North Zone,Commercial,652,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,North Zone,Industrial,518,2024-02-18 00:00:00,Night,No
2024-02-18,06:00,North Zone,Residential,841,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,North Zone,Commercial,267,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,North Zone,Industrial,1656,2024-02-18 06:00:00,Morning,No
2024-02-18,12:00,North Zone,Residential,167,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,North Zone,Commercial,806,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,North Zone,Industrial,1656,2024-02-18 12:00:00,Afternoon,No
2024-02-18,18:00,North Zone,Residential,1880,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,North Zone,Commercial,126,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,North Zone,Industrial,1027,2024-02-18 18:00:00,Evening,Yes
2024-02-18,00:00,South Zone,Residential,377,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,South Zone,Commercial,1931,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,South Zone,Industrial,1846,2024-02-18 00:00:00,Night,No
2024-02-18,06:00,South Zone,Residential,1514,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,South Zone,Commercial,1538,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,South Zone,Industrial,142,2024-02-18 06:00:00,Morning,No
2024-02-18,12:00,South Zone,Residential,1853,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,South Zone,Commercial,1301,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,South Zone,Industrial,1775,2024-02-18 12:00:00,Afternoon,No
2024-02-18,18:00,South Zone,Residential,1167,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,South Zone,Commercial,1754,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,South Zone,Industrial,1038,2024-02-18 18:00:00,Evening,Yes
2024-02-18,00:00,East Zone,Residential,860,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,East Zone,Commercial,1767,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,East Zone,Industrial,1705,2024-02-18 00:00:00,Night,No
2024-02-18,06:00,East Zone,Residential,910,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,East Zone,Commercial,1594,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,East Zone,Industrial,1593,2024-02-18 06:00:00,Morning,No
2024-02-18,12:00,East Zone,Residential,1901,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,East Zone,Commercial,409,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,East Zone,Industrial,229,2024-02-18 12:00:00,Afternoon,No
2024-02-18,18:00,East Zone,Residential,1581,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,East Zone,Commercial,112,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,East Zone,Industrial,1387,2024-02-18 18:00:00,Evening,Yes
2024-02-18,00:00,West Zone,Residential,254,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,West Zone,Commercial,724,2024-02-18 00:00:00,Night,No
2024-02-18,00:00,West Zone,Industrial,457,2024-02-18 00:00:00,Night,No
2024-02-18,06:00,West Zone,Residential,1977,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,West Zone,Commercial,1845,2024-02-18 06:00:00,Morning,No
2024-02-18,06:00,West Zone,Industrial,1591,2024-02-18 06:00:00,Morning,No
2024-02-18,12:00,West Zone,Residential,166,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,West Zone,Commercial,633,2024-02-18 12:00:00,Afternoon,No
2024-02-18,12:00,West Zone,Industrial,1469,2024-02-18 12:00:00,Afternoon,No
2024-02-18,18:00,West Zone,Residential,921,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,West Zone,Commercial,975,2024-02-18 18:00:00,Evening,Yes
2024-02-18,18:00,West Zone,Industrial,1446,2024-02-18 18:00:00,Evening,Yes
2024-02-19,00:00,North Zone,Residential,982,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,North Zone,Commercial,1337,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,North Zone,Industrial,220,2024-02-19 00:00:00,Night,No
2024-02-19,06:00,North Zone,Residential,1004,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,North Zone,Commercial,640,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,North Zone,Industrial,1230,2024-02-19 06:00:00,Morning,No
2024-02-19,12:00,North Zone,Residential,265,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,North Zone,Commercial,1808,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,North Zone,Industrial,1501,2024-02-19 12:00:00,Afternoon,No
2024-02-19,18:00,North Zone,Residential,118,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,North Zone,Commercial,1829,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,North Zone,Industrial,1825,2024-02-19 18:00:00,Evening,Yes
2024-02-19,00:00,South Zone,Residential,920,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,South Zone,Commercial,1144,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,South Zone,Industrial,1560,2024-02-19 00:00:00,Night,No
2024-02-19,06:00,South Zone,Residential,387,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,South Zone,Commercial,1708,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,South Zone,Industrial,1881,2024-02-19 06:00:00,Morning,No
2024-02-19,12:00,South Zone,Residential,1190,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,South Zone,Commercial,811,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,South Zone,Industrial,1317,2024-02-19 12:00:00,Afternoon,No
2024-02-19,18:00,South Zone,Residential,2000,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,South Zone,Commercial,783,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,South Zone,Industrial,1732,2024-02-19 18:00:00,Evening,Yes
2024-02-19,00:00,East Zone,Residential,943,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,East Zone,Commercial,1737,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,East Zone,Industrial,127,2024-02-19 00:00:00,Night,No
2024-02-19,06:00,East Zone,Residential,1691,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,East Zone,Commercial,549,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,East Zone,Industrial,941,2024-02-19 06:00:00,Morning,No
2024-02-19,12:00,East Zone,Residential,239,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,East Zone,Commercial,1069,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,East Zone,Industrial,1424,2024-02-19 12:00:00,Afternoon,No
2024-02-19,18:00,East Zone,Residential,1123,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,East Zone,Commercial,1310,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,East Zone,Industrial,637,2024-02-19 18:00:00,Evening,Yes
2024-02-19,00:00,West Zone,Residential,1106,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,West Zone,Commercial,977,2024-02-19 00:00:00,Night,No
2024-02-19,00:00,West Zone,Industrial,1107,2024-02-19 00:00:00,Night,No
2024-02-19,06:00,West Zone,Residential,1634,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,West Zone,Commercial,1964,2024-02-19 06:00:00,Morning,No
2024-02-19,06:00,West Zone,Industrial,835,2024-02-19 06:00:00,Morning,No
2024-02-19,12:00,West Zone,Residential,178,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,West Zone,Commercial,1029,2024-02-19 12:00:00,Afternoon,No
2024-02-19,12:00,West Zone,Industrial,957,2024-02-19 12:00:00,Afternoon,No
2024-02-19,18:00,West Zone,Residential,1872,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,West Zone,Commercial,1861,2024-02-19 18:00:00,Evening,Yes
2024-02-19,18:00,West Zone,Industrial,631,2024-02-19 18:00:00,Evening,Yes
2024-02-20,00:00,North Zone,Residential,1199,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,North Zone,Commercial,913,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,North Zone,Industrial,1549,2024-02-20 00:00:00,Night,No
2024-02-20,06:00,North Zone,Residential,1998,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,North Zone,Commercial,1111,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,North Zone,Industrial,990,2024-02-20 06:00:00,Morning,No
2024-02-20,12:00,North Zone,Residential,639,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,North Zone,Commercial,443,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,North Zone,Industrial,1281,2024-02-20 12:00:00,Afternoon,No
2024-02-20,18:00,North Zone,Residential,167,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,North Zone,Commercial,1529,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,North Zone,Industrial,1004,2024-02-20 18:00:00,Evening,Yes
2024-02-20,00:00,South Zone,Residential,927,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,South Zone,Commercial,273,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,South Zone,Industrial,1443,2024-02-20 00:00:00,Night,No
2024-02-20,06:00,South Zone,Residential,863,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,South Zone,Commercial,876,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,South Zone,Industrial,1895,2024-02-20 06:00:00,Morning,No
2024-02-20,12:00,South Zone,Residential,1889,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,South Zone,Commercial,1385,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,South Zone,Industrial,332,2024-02-20 12:00:00,Afternoon,No
2024-02-20,18:00,South Zone,Residential,298,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,South Zone,Commercial,894,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,South Zone,Industrial,589,2024-02-20 18:00:00,Evening,Yes
2024-02-20,00:00,East Zone,Residential,1789,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,East Zone,Commercial,1080,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,East Zone,Industrial,417,2024-02-20 00:00:00,Night,No
2024-02-20,06:00,East Zone,Residential,1426,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,East Zone,Commercial,1741,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,East Zone,Industrial,1019,2024-02-20 06:00:00,Morning,No
2024-02-20,12:00,East Zone,Residential,1192,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,East Zone,Commercial,969,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,East Zone,Industrial,1992,2024-02-20 12:00:00,Afternoon,No
2024-02-20,18:00,East Zone,Residential,1892,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,East Zone,Commercial,1699,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,East Zone,Industrial,416,2024-02-20 18:00:00,Evening,Yes
2024-02-20,00:00,West Zone,Residential,1534,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,West Zone,Commercial,1441,2024-02-20 00:00:00,Night,No
2024-02-20,00:00,West Zone,Industrial,1879,2024-02-20 00:00:00,Night,No
2024-02-20,06:00,West Zone,Residential,803,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,West Zone,Commercial,798,2024-02-20 06:00:00,Morning,No
2024-02-20,06:00,West Zone,Industrial,1652,2024-02-20 06:00:00,Morning,No
2024-02-20,12:00,West Zone,Residential,1203,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,West Zone,Commercial,697,2024-02-20 12:00:00,Afternoon,No
2024-02-20,12:00,West Zone,Industrial,1444,2024-02-20 12:00:00,Afternoon,No
2024-02-20,18:00,West Zone,Residential,1804,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,West Zone,Commercial,1942,2024-02-20 18:00:00,Evening,Yes
2024-02-20,18:00,West Zone,Industrial,1410,2024-02-20 18:00:00,Evening,Yes
2024-02-21,00:00,North Zone,Residential,1073,2024-02-21 00:00:00,Night,No
2024-02-21,00:00,North Zone,Commercial,1651,2024-02-21 00:00:00,Night,No
2024-02-21,00:00,North Zone,Industrial,1220,2024-02-21 00:00:00,Night,No
2024-02-21,06:00,North Zone,Residential,1634,2024-02-21 06:00:00,Morning,No
2024-02-21,06:00,North Zone,Commercial,1996,2024-02-21 06:00:00,Morning,No
2024-02-21,06:00,North Zone,Industrial,418,2024-02-21 06:00:00,Morning,No
2024-02-21,12:00,North Zone,Residential,1785,2024-02-21 12:00:00,Afternoon,No
2024-02-21,12:00,North Zone,Commercial,417,2024-02-21 12:00:00,Afternoon,No
2024-02-21,12:00,North Zone,Industrial,313,2024-02-21 12:00:00,Afternoon,No
2024-02-21,18:00,North Zone,Residential,725,2024-02-21 18:00:00,Evening,Yes
2024-02-21,18:00,North Zone,Commercial,307,2024-02-21 18:00:00,Evening,Yes
2024-02-21,18:00,North Zone,Industrial,1414,2024-02-21 18:00:00,Evening,Yes
2024-02-21,00:00,South Zone,Residential,721,2024-02-21 00:00:00,Night,No
2024-02-21,00:00,South Zone,Commercial,1967,2024-02-21 00:00:00,Night,No
2024-02-21,00:00,South Zone,Industrial,1004,2024-02-21 00:00:00,Night,No
2024-02-21,06:00,South Zone,Residential,513,2024-02-21 06:00:00,Morning,No
2024-02-21,06:00,South Zone,Commercial,1458,2024-02-21 06:00:00,Morning,No
2024-02-21,06:00,South Zone,Industrial,611,2024-02-21 06:00:00,Morning,No
2024-02-21,12:00,South Zone,Residential,1389,2024-02-21 12:00:00,Afternoon,No
2024-02-21,12:00,South Zone,Commercial,529,2024-02-21 12:00:00,Afternoon,No
2024-02-21,12:00,South Zone,Industrial,1523,2024-02-21 12:00:00,Afternoon,No
2024-02-21,18:00,South Zone,Residential,1324,2024-02-21 18:00:00,Evening,Yes
2024-02-21,18:00,South Zone,Commercial,922,2024-02-21 18:00:00,Evening,Yes
2024-02-21,18:00,South Zone,Industrial,943,2024-02-21 18:00:00,Evening,Yes
2024-02-21,00:00,East Zone,Residential,240,2024-02-21 00:00:00,Night,No
2024-02-21,00:00,East Zone,Commercial,362,2024-02-21 00:00:00,Night,No
2024-02-21,00:00,East Zone,Industrial,1462,2024-02-21 00:00:00,Night,No
2024-02-21,06:00,East Zone,Residential,589,2024-02-21 06:00:00,Morning,No
2024-02-21,06:00,East Zone,Commercial,856,2024-02-21 06:00:00,Morning,No
2024-02-21,06:00,East Zone,Industrial,240,2024-02-21 06:00:00,Morning,No
2024-02-21,12:00,East Zone,Residential,1596,2024-02-21 12:00:00,Afternoon,No
2024-02-21,12:00,East Zone,Commercial,1833,2024-02-21 12:00:00,Afternoon,No
2024-02-21,12:00,East Zone,Industrial,1039,2024-02-21 12:00:00,Afternoon,No
2024-02-21,18:00,East Zone,Residential,1917,2024-02-21 18:00:00,Evening,Yes
